trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,surround.started,center.started,resp.started,text.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,5,20.0,4.826905042049475,,4.824080959078856,4.826905042049475,4.826905042049475,4.826905042049475,4.826905042049475,4.906227000057697,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
12,5,20.0,4.910448334063403,,4.907252209028229,4.910448334063403,4.910448334063403,4.910448334063403,4.910448334063403,5.02318883407861,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
13,5,20.0,5.027281542075798,,5.024299792014062,5.027281542075798,5.027281542075798,5.027281542075798,5.027281542075798,5.126327125006355,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
14,5,20.0,5.137351250043139,,5.127403750084341,5.137351250043139,5.137351250043139,5.137351250043139,5.137351250043139,5.2446644169976935,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
15,5,20.0,5.254040792002343,,5.245707334019244,5.254040792002343,5.254040792002343,5.254040792002343,5.254040792002343,5.356881167041138,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
16,5,20.0,5.361045708996244,,5.358083917060867,5.361045708996244,5.361045708996244,5.361045708996244,5.361045708996244,5.473385374993086,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
17,5,20.0,5.477264750050381,,5.474411666975357,5.477264750050381,5.477264750050381,5.477264750050381,5.477264750050381,5.573233125032857,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
18,5,20.0,5.577263500075787,,5.574262125068344,5.577263500075787,5.577263500075787,5.577263500075787,5.577263500075787,5.690064334077761,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
19,5,20.0,5.693947124993429,,5.691232334007509,5.693947124993429,5.693947124993429,5.693947124993429,5.693947124993429,5.793221416999586,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
20,5,20.0,5.8042681670049205,,5.794200791977346,5.8042681670049205,5.8042681670049205,5.8042681670049205,5.8042681670049205,5.923039584071375,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
21,5,20.0,5.925922958995216,,5.924047625041567,5.925922958995216,5.925922958995216,5.925922958995216,5.925922958995216,6.0100745420204476,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
22,5,20.0,6.021084084059112,,6.011088417028077,6.021084084059112,6.021084084059112,6.021084084059112,6.021084084059112,6.140334250056185,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
23,5,20.0,6.1443401670549065,,6.14151824999135,6.1443401670549065,6.1443401670549065,6.1443401670549065,6.1443401670549065,6.243745916988701,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
24,5,20.0,6.254494916996919,,6.244923584046774,6.254494916996919,6.254494916996919,6.254494916996919,6.254494916996919,6.373791542020626,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
25,5,20.0,6.377690542023629,,6.37492358405143,6.377690542023629,6.377690542023629,6.377690542023629,6.377690542023629,6.492162000038661,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
26,5,20.0,6.496384417056106,,6.493343500071205,6.496384417056106,6.496384417056106,6.496384417056106,6.496384417056106,6.607467417023145,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
27,5,20.0,6.611857500043698,,6.6086208750493824,6.611857500043698,6.611857500043698,6.611857500043698,6.611857500043698,6.7571805419866,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
28,5,20.0,6.761184000060894,,6.75834116700571,6.761184000060894,6.761184000060894,6.761184000060894,6.761184000060894,6.957421209081076,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
29,5,20.0,6.961508209002204,,6.958523791981861,6.961508209002204,6.961508209002204,6.961508209002204,6.961508209002204,7.274596916977316,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
30,5,20.0,7.279150209040381,,7.275840459042229,7.279150209040381,7.279150209040381,7.279150209040381,7.279150209040381,7.561528417048976,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
31,5,20.0,7.571750917006284,,7.5626255420502275,7.571750917006284,7.571750917006284,7.571750917006284,7.571750917006284,7.8443368340376765,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
32,5,20.0,7.855234042042866,,7.845532500068657,7.855234042042866,7.855234042042866,7.855234042042866,7.855234042042866,26.68307150003966,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
33,5,20.0,26.689204083988443,,26.68517608405091,26.689204083988443,26.689204083988443,26.689204083988443,26.689204083988443,26.983201417024247,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
34,5,20.0,26.987370292074047,,26.98438595898915,26.987370292074047,26.987370292074047,26.987370292074047,26.987370292074047,27.283136583981104,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
35,5,20.0,27.28724441700615,,27.28439237503335,27.28724441700615,27.28724441700615,27.28724441700615,27.28724441700615,27.503205792047083,538785,001,2025-08-11_13h47.39.541,tilt_staircase,2024.2.4,None,2025-08-11 13h47.45.381097 -0700,
,,,27.514075041981414,,27.504343625041656,27.514075041981414,27.514075041981414,27.514075041981414,27.514075041981414,,,,,,,,,
