thisRow.t,notes,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,trial.started,surround.started,center.started,resp.started,text.started,trial.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,expStart,
23.233558000065386,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,6,10,up,2,2,23.230506833060645,23.233558000065386,23.233558000065386,23.233558000065386,23.233558000065386,28.148309290991165,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
28.152731541078538,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,6,11,up,5,5,28.14954500005115,28.152731541078538,28.152731541078538,28.152731541078538,28.152731541078538,32.533063125098124,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
32.53773700003512,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,7,12,down,2,3,32.53491320798639,32.53773700003512,32.53773700003512,32.53773700003512,32.53773700003512,34.45454312500078,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
34.46508150000591,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,7,13,down,1,1,34.45585908310022,34.46508150000591,34.46508150000591,34.46508150000591,34.46508150000591,36.33524287503678,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
36.339726000092924,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,8,14,down,1,0,36.336493415990844,36.339726000092924,36.339726000092924,36.339726000092924,36.339726000092924,38.219512499985285,0,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
38.223981166025624,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,8,15,down,2,1,38.22086475009564,38.223981166025624,38.223981166025624,38.223981166025624,38.223981166025624,39.80344795808196,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
39.8115885410225,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,9,16,up,0.5,0.5,39.80849762505386,39.8115885410225,39.8115885410225,39.8115885410225,39.8115885410225,42.87287245807238,0,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
42.877126625040546,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,9,17,down,2,-1,42.874063791008666,42.877126625040546,42.877126625040546,42.877126625040546,42.877126625040546,44.40913612500299,0,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
44.41961512505077,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,10,18,up,1,0,44.41043162508868,44.41961512505077,44.41961512505077,44.41961512505077,44.41961512505077,46.79003233299591,0,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
46.794650666066445,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,10,19,up,0.5,1.0,46.79147754108999,46.794650666066445,46.794650666066445,46.794650666066445,46.794650666066445,48.24059987498913,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
48.246218000072986,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,11,20,down,0.25,0.75,48.24310062499717,48.246218000072986,48.246218000072986,48.246218000072986,48.246218000072986,51.32536550005898,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
51.330019333050586,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,11,21,up,1,1,51.32675866608042,51.330019333050586,51.330019333050586,51.330019333050586,51.330019333050586,52.676056208088994,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
52.68052500009071,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,12,22,down,0.25,0.5,52.677371208090335,52.68052500009071,52.68052500009071,52.68052500009071,52.68052500009071,54.99376762507018,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
54.99821458302904,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,12,23,down,0.5,0.5,54.99506874999497,54.99821458302904,54.99821458302904,54.99821458302904,54.99821458302904,57.17833150003571,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
57.18290804105345,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,13,24,down,0.25,0.25,57.17969229107257,57.18290804105345,57.18290804105345,57.18290804105345,57.18290804105345,59.8328499160707,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
59.84322333300952,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,13,25,down,0.5,0.0,59.83412720798515,59.84322333300952,59.84322333300952,59.84322333300952,59.84322333300952,62.347012541024014,0,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
62.351527041057125,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,14,26,down,0.25,0.0,62.348316041054204,62.351527041057125,62.351527041057125,62.351527041057125,62.351527041057125,63.964304958004504,0,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
63.96868666599039,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,14,27,up,0.25,0.25,63.96560983301606,63.96868666599039,63.96868666599039,63.96868666599039,63.96868666599039,65.33178604103159,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
65.33634708309546,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,15,28,up,0.1,0.1,65.33311254100408,65.33634708309546,65.33634708309546,65.33634708309546,65.33634708309546,71.91827262507286,0,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
71.92271337506827,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,15,29,down,0.1,0.15,71.91962241602596,71.92271337506827,71.92271337506827,71.92271337506827,71.92271337506827,73.91866654099431,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
73.92277045804076,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,16,30,up,0.1,0.2,73.9198473750148,73.92277045804076,73.92277045804076,73.92277045804076,73.92277045804076,76.5599447080167,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
76.56728512502741,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,16,31,down,0.1,0.04999999999999999,76.56285108299926,76.56728512502741,76.56728512502741,76.56728512502741,76.56728512502741,80.12188091606367,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
80.12626829103101,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,17,32,down,0.1,0.1,80.12310504098423,80.12626829103101,80.12626829103101,80.12626829103101,80.12626829103101,81.61115495802369,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
81.61976283299737,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,17,33,down,0.1,-0.05000000000000002,81.61307795799803,81.61976283299737,81.61976283299737,81.61976283299737,81.61976283299737,84.57385366607923,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
84.57883837504778,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,18,34,down,0.1,-0.15000000000000002,84.57570066605695,84.57883837504778,84.57883837504778,84.57883837504778,84.57883837504778,88.74542008305434,0,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
88.7563111661002,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,18,35,down,0.1,0.0,88.74678537505679,88.7563111661002,88.7563111661002,88.7563111661002,88.7563111661002,90.67651983303949,0,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
90.68148550007027,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,19,36,up,0.1,-0.05000000000000002,90.6783348750323,90.68148550007027,90.68148550007027,90.68148550007027,90.68148550007027,92.67983708309475,0,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
92.6913818330504,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,19,37,up,0.1,0.1,92.68087033298798,92.6913818330504,92.6913818330504,92.6913818330504,92.6913818330504,94.97841766604688,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
94.9829123331001,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,20,38,down,0.1,0.0,94.97971216600854,94.9829123331001,94.9829123331001,94.9829123331001,94.9829123331001,96.68244883301668,1,369685,001,2025-08-11_14h17.48.962,tilt_staircase,2024.2.4,None,2025-08-11 14h18.32.131712 -0700,
96.69321370800026,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,20,39,up,0.1,0.04999999999999999,96.68419979105238,96.69321370800026,96.69321370800026,96.69321370800026,96.69321370800026,,,,,,,,,,
