thisRow.t,notes,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,trial.started,resp.started,text_2.started,surround.started,center.started,surround.stopped,center.stopped,text_2.stopped,text_3.started,trial.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,expStart,
104.6227414580062,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,32,63,down,0.1,0.44999999999999996,104.62018466705922,104.6227414580062,104.6227414580062,105.117422832991,105.117422832991,105.20376437506638,105.20376437506638,105.12099379196297,105.21745333296712,105.42021083296277,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
105.42274279205594,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,33,64,up,0.1,1.2,105.4203647080576,105.42274279205594,105.42274279205594,105.9344841670245,105.9344841670245,106.02137299999595,106.02137299999595,105.9344841670245,106.01784095796756,106.23733637505211,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
106.23990883305669,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,33,65,down,0.1,0.35,106.237486833008,106.23990883305669,106.23990883305669,106.73478212498594,106.73478212498594,106.82140716700815,106.82140716700815,106.73825916706119,106.83817579201423,106.97389016696252,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
106.98496637505013,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,34,66,up,0.1,1.3,106.97404595802072,106.98496637505013,106.98496637505013,107.46843937505037,107.46843937505037,107.55509825004265,107.55509825004265,107.47161008301191,107.57154787506443,107.72446912503801,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
107.73529404203873,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,34,67,down,0.1,0.24999999999999997,107.72461866703816,107.73529404203873,107.73529404203873,108.22272724995855,108.22272724995855,108.30903500004206,108.30903500004206,108.22272724995855,108.3188253750559,108.48849858297035,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
108.4911545830546,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,35,68,up,0.1,1.4000000000000001,108.4886498330161,108.4911545830546,108.4911545830546,108.98584412503988,108.98584412503988,109.07262700004503,109.07262700004503,108.98938116698992,109.08586474996991,109.22185562504455,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
109.22445716697257,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,35,69,down,0.1,0.14999999999999997,109.22200349997729,109.22445716697257,109.22445716697257,109.71953683299944,109.71953683299944,109.81956062500831,109.81956062500831,109.72284991701599,109.81956062500831,109.95837670797482,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
109.9696643750649,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,36,70,down,0.1,0.04999999999999996,109.95854208304081,109.9696643750649,109.9696643750649,110.45695987495128,110.45695987495128,110.55322408303618,110.55322408303618,110.45695987495128,110.55655654205475,110.725527166971,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
110.73665624996647,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,36,71,up,0.1,1.5000000000000002,110.72567670803983,110.73665624996647,110.73665624996647,111.22377074998803,111.22377074998803,111.32019995804876,111.32019995804876,111.22377074998803,111.3234646669589,111.52296512504108,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
111.52558562497143,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,37,72,down,0.1,1.4000000000000001,111.52311845798977,111.52558562497143,111.52558562497143,112.02054337505251,112.02054337505251,112.10726016701665,112.10726016701665,112.0242341250414,112.12055891705677,112.3565146670444,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
112.35901508305687,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,37,73,up,0.1,0.14999999999999997,112.35665445798077,112.35901508305687,112.35901508305687,112.85425120801665,112.85425120801665,112.9406695420621,112.9406695420621,112.85751704196446,112.95427562505938,113.12362049997319,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
113.12622258299962,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,38,74,down,0.1,0.04999999999999996,113.12377520801965,113.12622258299962,113.12622258299962,113.6213034579996,113.6213034579996,113.70787462498993,113.70787462498993,113.62457112502307,113.72130541701335,113.89069716702215,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
113.89329625002574,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,38,75,up,0.1,1.5000000000000002,113.89084300003015,113.89329625002574,113.89329625002574,114.38822641700972,114.38822641700972,114.47472520801239,114.47472520801239,114.39170449995436,114.48834862501826,114.62459654198028,1,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
114.6272230000468,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,39,76,up,0.1,0.14999999999999997,114.62476583302487,114.6272230000468,114.6272230000468,115.12197645800188,115.12197645800188,115.20851187501103,115.20851187501103,115.12527075002436,115.22196683299262,115.36115395801608,0,931715,001,2025-08-11_14h25.18.860,tilt_staircase,2024.2.4,None,2025-08-11 14h25.24.841057 -0700,
115.3720492500579,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,39,77,down,0.1,1.4000000000000001,115.36130354204215,115.3720492500579,115.3720492500579,115.85921016696375,115.85921016696375,115.95966599998064,115.95966599998064,115.85921016696375,115.9723404579563,,,,,,,,,,
